id,title,enumeration_chronology,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,end_date,start_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,isbn,lccn,oclccn,url
4200939,After Havana,,,,"Fleming, Charles.",,New York,St. Martin's Minotaur,2004,,,,,,1st ed.,monographic,,eng,text,print,340 p. ; 25 cm.,Historical fiction|||Love stories|||Musical fiction|||Suspense fiction,"""After Havana is the story of the nightclubs, revolutionaries, and crooked cops in the sour twilight of the Batista empire. Sloan - the protagonist of the richly acclaimed Ivory Coast - is a gifted white American horn player with a bruised past and a wounded heart. Anita is the mixed-race beauty who will recapture his love and spark a manhunt through the streets of the city and into the heart of the rebel-held Sierre Maestra mountains. Delgado is the famed rebel Communist leader, having secretly returned to his homeland from exile in Mexico. And Cardoso is the haunted police agent assigned to find and kill Delgado, thereby shifting the power back to the corrupt Batista government.""--BOOK JACKET.",History|||Fiction|||Racially mixed people|||Americans|||Jazz musicians|||Communists|||Assassins,1933-1959,Cuba|||Havana (Cuba)|||nwcu---,,,,,312307489,2003058538,,
6223888,"mundo das feras: os moradores do Sertão Oeste de Minas Gerais, século XVIII, O",,,,"Amantino, Marcia.",,"São Paulo, SP, Brasil",Annablume,2008,,,,,,1a ed.,monographic,,por,text,print,"260 p. : ill. (some col.), maps ; 21 cm.",bibliography,,Blacks|||Quilombos|||Maroons|||Social conditions,18th century,Brazil|||Minas Gerais|||Minas Gerais (Brazil)|||s-bl---,,,,,9788574198460|||8574198463,2009348462,,
5680956,"Negritud: afroperuanos, resistencia y existencia",,,"Afroperuanos, resistencia y existencia","Rodríguez Pastor, Humberto.",,Lima,Centro de Desarrollo Étnico,2008,,,,,,1a. ed.,monographic,,spa,text,print,460 p. : ill. ; 21 cm.,bibliography,"A través de trabajos multidisciplinarios que incluyen historias de vida, ensayos etnohistóricos, reflexiones, testimonios y propuestas políticas, se analiza la historia y problemática de los afroperuanos en el país. Se emplea la noción de ""negritud"" como el conjunto de características sociales y culturales que definen a los afroperuanos.",Blacks|||Race relations,,Peru|||s-pe---,,,,,6034531705|||9786034531703,2008465397,,
4204390,Historias y leyendas afro-dominicanas,,,,"Ubiñas Renville, Juan Guaroa, 1944-",,"Santo Domingo, República Dominicana",Manatí,2003,,,,,,,monographic,,spa,text,print,189 p. ; 23 cm.,bibliography,,Legends|||Tales|||Blacks|||Folklore,,Dominican Republic|||nwdr---,,,,,9993420247,,,
5616788,"negro e o gaúcho: estâncias e fazendas no Rio Grande do Sul, Uruguai e Brasil, O",,,,,"Maestri, Mário.",Passo Fundo,Universidade de Passo Fundo,2008,,,,,,,monographic,,por,text,print,271 p. ; 21 cm.,bibliography,,Slavery|||History|||Blacks|||Plantation life,,Brazil|||Rio Grande do Sul (State)|||Rio Grande do Sul (Brazil : State)|||s-bl---,,,,,9788575154458|||8575154451,,,
6395624,"Negros, o Brasil nos deve milhões! : 120 anos de uma abolição inacabada",,,,"Alves, Claudete.",,"São Paulo, SP",Scortecci Editora,[2008?],2008,,,,,,monographic,,por,text,print,381 p. : ill. ; 23 cm.,bibliography,,"Race discrimination|||Law and legislation|||Reparations for historical injustices|||Slavery|||History|||Blacks|||Legal status, laws, etc",,Brazil|||s-bl---,,,,,9788536611600|||853661160X,2008322420,,
9335109,Never meant to survive [electronic resource]: genocide and utopias in black diaspora communities,,,,"Vargas, João Helion Costa.",,"Lanham, Md","Rowman & Littlefield Pub. Group, Inc.",c2008,2008,,,,,,monographic,,eng,text,electronic|||electronic resource,"xxxi, 228 p. ; 24 cm.",bibliography,,Blacks|||Social conditions|||African Americans,,America|||California|||Los Angeles|||Brazil|||Rio de Janeiro|||n-us-ca|||s-bl---,,,,,9780742541016 (cloth : alk. paper)|||0742541010 (cloth : alk. paper),,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=1319369
4205957,Diez tesis afrocolombianas e indigenas,,,,"Mosquera Perea, Néstor Emilio.",,Medellín,Uryco,2003,,,,,,,monographic,,spa,text,print,110 p. ; 22 cm.,bibliography,,Blacks|||Social conditions|||Ethnic relations,,Colombia|||s-ck---,,,,,9583347469,,,
5570398,Never meant to survive: genocide and utopias in black diaspora communities,,,,"Vargas, João Helion Costa.",,"Lanham, Md","Rowman & Littlefield Pub. Group, Inc.",c2008,2008,,,,,,monographic,,eng,text,print,"xxxi, 228 p. ; 24 cm.",bibliography,,Blacks|||Social conditions|||African Americans,,America|||California|||Los Angeles|||Brazil|||Rio de Janeiro|||n-us-ca|||s-bl---,,,,,9780742541016 (cloth : alk. paper)|||0742541010 (cloth : alk. paper),2007042307,,
4206983,"Seminario ""Etnicidad y Salud"": implementación de las resoluciones de Durban : Jueves 5 y Viernes 6 de diciembre 2002, Complejo Multicultural Mundo Afro",,,Etnicidad y salud,"Seminario ""Etnicidad y Salud"" (2002 : Montevideo, Uruguay)",,"Montevideo, Uruguay",Ediciones Étnicas|||Organizaciones Mundo Afro,2003,,,,,,,monographic,,spa,text,print,155 p. : ill. ; 22 cm.,conference publication,,"Blacks|||Medical care|||Congresses|||Health and race|||Public health|||World Conference against Racism, Racial Discrimination, Xenophobia, and Related Intolerance (2001 : Durban, South Africa)",,Uruguay|||s-uy---,,,,,,,,
5750858,"población afroperuana y los derechos humanos: diagnóstico sobre el Plan nacional de derechos humanos en localidades con presencia afroperuana, La",,,,,Centro de Desarrollo Étnico (Peru),"Breña, Lima",Centro de Desarrollo Étnico,2008,,,,,,1. ed.,monographic,,spa,text,print,146 p. : ill. (some col.) ; 24 cm. + 1 CD-ROM (4 3/4 in.),bibliography,,Blacks|||Race discrimination|||Human rights|||Civil rights|||Race relations,,Peru|||s-pe---,,,,,,2008465412,,
4206986,Racismo y derechos humanos en Uruguay,,,,"Rodríguez, Romero Jorge, 1953-",,"Montevideo, Uruguay",Ediciones Étnicas|||Organizaciones Mundo Afro,2003,,,,,,1a ed.,monographic,,spa,text,print,180 p. : ill. ; 21 cm.,bibliography,,Blacks|||Social conditions|||Race discrimination|||Racism|||Human rights,,Uruguay|||s-uy---,,,,,9974776406,,,
6395857,"políticas públicas e a desigualdade racial no Brasil: 120 anos após a abolição, As",,,,"Theodoro, Mário|||Jaccoud, Luciana de Barros|||Osorio, Rafael Guerreiro|||Soares, Sergei",Instituto de Pesquisa Econômica Aplicada (issuing body),Brasília],Instituto de Pesquisa Econômica Aplicada,"2008, ©2008",2008,,,,2008,2a edição.,monographic,,por,text,print,180 pages : illustrations ; 23 cm,bibliography,,Blacks|||Social conditions|||Race discrimination|||Government policy|||Equality|||Race relations,,Brazil|||s-bl---,,,,,9788578110130|||8578110137,,,
4206988,"leyes antidiscriminatorias en el Mercosur: impactos de la III Conferencia Mundial Contra el Racismo, la Discriminación Racial, la Xenofobia y las Formas Conexas de Intolerancia, Durban, 2001 : informe sobre el seminario realizado en Montevideo, 29 y 30 de abril de 2002, Las",,,,"Leyes Antidiscriminatorias en el Mercosur: Impactos de la III Conferencia Mundial contra el Racismo, la Discriminación Racial, la Xenofobia y las Formas Conexas de Intolerancia (2002 : Montevideo, Uruguay)",,"Montevideo, Uruguay",Organizaciones Mundo Afro,2002,,,,,,,monographic,,spa,text,print,163 p. : ill. ; 21 cm.,conference publication,,"Race discrimination|||Congresses|||Discrimination|||Law and legislation|||World Conference against Racism, Racial Discrimination, Xenophobia, and Related Intolerance (2001 : Durban, South Africa)",,Southern Cone of South America|||Uruguay|||s------,,,,,,,,
6121777,"presencia africana en los llanos (acercamiento al caso en la jurisdicción de la Villa de San Carlos de Austria), La",,,,"González Segovia, Armando José, 1965-","Chirinos, Daniel.",Caracas,Fundación Editorial El Perro y la Rana,2008,,,,,,,monographic,,spa,text,print,79 p. ; 22 cm.,bibliography,,Blacks|||History,,"Venezuela|||San Carlos (Cojedes)|||San Carlos (Cojedes, Venezuela)|||s-ve---",,,,,9801400854|||9789801400851,,,
4208714,Racial borders [electronic resource]: Black soldiers along the Rio Grande,,,,"Leiker, James N., 1962-","NetLibrary, Inc",College Station,Texas A & M University Press,c2002,2002,,,,,1st ed.,monographic,,eng,text,electronic|||electronic resource,"xiv, 241 p., [8] p. of plates : ill., map ; 25 cm.",Electronic books|||bibliography,,Race relations|||African American soldiers|||History|||African American troops|||Nationalism|||Social aspects|||Relations|||United States. Army,19th century,"Mexican-American Border Region|||Texas, South|||United States|||Mexico|||n-us---|||n-mx---|||n-us-tx",,,,,1585449636 (electronic bk.),,,http://pitt.idm.oclc.org/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=71498
5835721,Religiões afro-brasileiras,,,,,"Cavalcanti, Bruno César.|||Fernandes, Clara Suassuna.|||Barros, Rachel Rocha de Almeida.|||Universidade Federal de Alagoas, Núcleo de Estudos Afro-Brasileiros.","Maceió, Alagoas",Edufal,2008,,,,,,,monographic,,por,text,print,"146 p. : ill., maps ; 29 cm.",bibliography,,Afro-Brazilian cults|||Blacks|||Religion,,Brazil|||s-bl---,,,,,9788571774469 (pbk.)|||8571774463 (pbk.),,,
4213444,Beneméritos de mi estirpe: esbozos sociales,,,,"Ford, Jorje Miguel.",,"Buenos Aires, Argentina",Catálogos,2002,,,,,,1. ed.,monographic,,spa,text,print,111 p. ; 21 cm.,biography,,Blacks|||Biography,,Argentina|||s-ag---,,,,,9508951222 (pbk.),,,
5616700,"representativade negra na política brasileira, A",,,,"Alves, Cristiano, advogado",,"São Paulo, SP, Brasil",SRS Editora,c2008,2008,,,,,1a ed.,monographic,,por,text,print,"xii, 127, [1] p. ; 21 cm.",bibliography,,Blacks|||Politics and government|||Representative government and representation,,Brazil|||s-bl---,,,,,9788598030562|||8598030562,,,
5586214,"revolução quilombola: guerra racial, confisco agrário e urbano, coletivismo, A",,,"Guerra racial, confisco agrário e urbano, coletivismo","Barretto, Nelson Ramos.",,São Paulo,Artpress,2008,,,,,,2a. ed.,monographic,,por,text,print,"142 p. : ill., maps ; 21 cm.",bibliography,,"Quilombos|||Law and legislation|||Legal status, laws, etc|||Blacks|||Civil rights|||Land tenure|||Land reform|||Race relations",,Brazil|||s-bl---,,,,,9788572061940|||8572061940,,,
4216125,"proslavery foreign policy: Haitian-American relations during the early republic, A",,,,"Matthewson, Tim, 1945-",,"Westport, Conn",Praeger,2003,,,,,,,monographic,,eng,text,print,"xii, 159 p. ; 25 cm.",bibliography,,Slavery|||Political aspects|||History|||Racism|||Foreign relations,1783-1865,United States|||Haiti|||n-us---|||nwht---,,,,,0275980022 (alk. paper),2002044544,,
6087294,Sertão negro: escravidão e africanidades no Piauí,,,,,"Lima, Solimar Oliveira, 1961-",Rio de Janeiro,Booklink,c2008,2008,,,,,,monographic,,por,text,print,197 p. ; 21 cm.,bibliography,,Blacks|||Slavery,,Brazil|||Piauí|||s-bl---,,,,,9788577290611|||8577290611,,,
4220308,"chimbángueles en la tradición ""afrovenezolana"": sus mitos y paisajes sonoros en la delimitación y apropiación del espacio, El",,,,"Mora Queipo, Ernesto.",,Caracas,Ministerio de Educación Cultura y Deportes|||CONAC,c2001,2001,,,,,,monographic,,spa,text,print,"109 p. : ill., map ; 19 cm.",bibliography,,"San Benito Festival, Bobures, Venezuela|||Festivals|||Blacks|||Rites and ceremonies|||Religion",,Venezuela|||s-ve---,,,,,9803760335,,,
5659749,"Slavery and Protestant missions in imperial Brazil: ""the black does not enter the church, he peeks in from outside""",,Negro não entra na igreja. English,,"Barbosa, José Carlos, 1957-","MacHaffie, Fraser G. (Fraser Glen)|||Danford, Richard K., 1964-",Lanham,University Press of America,c2008,2008,,,,,,monographic,,eng,text,print,"xx, 168 p. ; 23 cm.",bibliography,,Protestantism|||History|||Protestant churches|||Missions|||Slavery|||Blacks,19th century,Brazil|||s-bl---,,,,,0761843000|||9780761843009,,,
4220525,"A propósito de doscientos años de olvido: trozos de la serranía, Negra Luz que aún hoy arde",,,"Trozos de la serranía, Negra Luz que aún hoy arde","Lugo, Juan Ramón.",,Caracas,"Ministerio de Educación, Cultura y Deportes, Viceministerio de Cultura|||CONAC, Dirección General de Desarrollo Regional, Plan de Sobremarcha, Proyecto Redes Socioculturales",2001,,,,,,,monographic,,spa,text,print,146 p. : ill. ; 19 cm.,bibliography,,"History|||Blacks|||Folklore|||Slave insurrections|||Insurgency|||Chirinos, José Leonardo -1796",18th century,Falcón (Venezuela)|||Venezuela|||Falcón|||Coro (Venezuela)|||Coro|||s-ve---,,,,,9803760319,,,
5646612,Social preferences among the people of Sanquianga in Colombia,,,,"Cárdenas, Juan Camilo.",,"Bogotá, Colombia","CEDE, Centro de Estudios sobre Desarrollo Económico, Facultad de Economía, Universidad de los Andes",2008,,,,,,,monographic,,eng,text,print,35 p. : ill. ; 28 cm.,bibliography,,Blacks|||Social life and customs|||Social interaction,,Colombia|||Pacific Coast|||s-ck---,,,,,,,,
4220545,"Resistência e inclusão: história, cultura, educação e cidadania afro-descendentes no Brasil e nos Estados-Unidos",,,,,"Fonseca, Denise.","Rio de Janeiro, RJ",Pontifícia Universidade Católica do Rio de Janeiro,[2003]-,2003/9999,,9999,2003,,,monographic,,por|||eng,text,print,v. : ill. ; 22 cm.,bibliography,,Blacks|||History|||African Americans|||Race relations,,Brazil|||United States|||s-bl---|||n-us---,,,,,8587926047 (v. 1),,,
6816744,"Soraya, amor no es olvido [videorecording] =: Soraya, love is not an oblivion",,,"Soraya, love is not an oblivion|||Soraya, love is not forgotten",,"Restrepo Castañeda, Fernando.|||Rodríguez, Marta.|||Palacios, Soraya.|||Fundación Cine Documental|||Newsreel (Firm)","New York, N.Y",Third World Newsreel,[2008],2008,,,,,,monographic,,spa|||eng,moving image,videorecording],"1 videodisc (52 min.) : sd., col. ; 4 3/4 in.",Documentary films|||Feature films|||Nonfiction films|||videorecording,"Soraya Palacios has to abandon her homeland after her husband's assassination by paramilitaries. As a mother of six children, she does her best to provide as much as she can for them. Like so many other Afro-Colombian women displaced from Choco, her daily struggle reflects her desire to resist forgetting her culture and history.","Interviews|||Forced migration|||Blacks|||Social conditions|||Refugees|||Paramilitary forces|||Population transfers|||Violence|||Politics and government|||Palacios, Soraya",1974-,Colombia|||Cacarica Region|||s-ck---,,,,,,,,
4220549,"Quilombo: vida, problemas e aspirações do negro",,,,,"Nascimento, Abdias do, 1914-2011","São Paulo, SP, Brasil",Fundação de Apoio à Universidade de São Paulo|||Editora 34,2003,1948/1950,,1950,1948,,,continuing,Irregular,por,text,,1 v. : ill. ; 37 cm.,periodical,,Blacks|||Periodicals,,Brazil|||s-bl---,,,,,,2003240975,,
5907632,"sueño del ahorcado: una experiencia subjetiva de la pena de muerte a finales de la colonia (Nóvita, siglo XVIII), El",,,,"Espinosa, Iván.","Universidad de los Andes (Bogotá, Colombia), Departamento de Historia.","Bogotá D.C., Colombia","Universidad de los Andes, Facultad de Ciencias Sociales-CESO, Departamento de Historia",2008,,,,,,1. ed.,monographic,,spa,text,print,"190 p. : ill., maps ; 24 cm.",bibliography|||biography,"Detailed analysis of the murder of Andrés Ortiz in Nóvita, Colombia in 1773, in the context of colonial Colombia, gold mining, and slavery.",History|||Social conditions|||Race relations|||Blacks|||Slaves|||Slavery|||Capital punishment|||Gold mines and mining,18th century,Nóvita (Colombia)|||Colombia|||Nóvita|||s-ck---,,,,,9789586953559|||9586953556,2009476820,,
4222527,Vida y escritos del doctor José Félix de Restrepo,,,Centenario del doctor José Félix de Restrepo,"Hernández de Alba, Guillermo, 1906-1988",,Bogotá (Colombia),Imprenta nacional,1935,,,,,,,monographic,,spa,text,print,"1 p. ., iii p., 1 ., [7]-217 p. pl., port. 22 cm.",,,"Slavery|||Politics and government|||Restrepo, José Félix de 1760-1832",1819-1831,Colombia,,,,,,35019920,,
5680367,"Territories of difference: place, movements, life, redes",,,,"Escobar, Arturo, 1951-",,Durham,Duke University Press,2008,,,,,,,monographic,,eng,text,print,"xvi, 435 p. : ill., maps ; 24 cm.",bibliography,,Social movements|||Case studies|||Regionalism|||Blacks|||Politics and government|||Social conditions|||Proceso Nacional de Comunidades Negras.,,Colombia|||Pacific Coast|||Pacific Coast (Colombia)|||s-ck---,,,,,9780822343448 (cloth : alk. paper)|||0822343444 (cloth : alk. paper)|||9780822343271 (pbk. : alk. paper)|||0822343274 (pbk. : alk. paper),2008028958,,
4222642,"Colombia multiétnica y pluricultural: memorias, Seminario Taller Reforma Descentralista y Minorías Etnicas en Colombia, Santa Fe de Bogotá, 14, 15 y 16 de febrero de 1991",,,,"Seminario Taller Reforma Descentralista y Minorías Etnicas en Colombia (1991 : Bogotá, Colombia)","Casas Trujillo, María del Carmen.|||Escuela Superior de Administración Pública (Colombia), Programa de Maestría en Administración Pública.","Santa Fe de Bogotá, D.C., Colombia",ESAP,1991,,,,,,Ed. príncipe.,monographic,,spa,text,print,"470 p. : ill., maps ; 24 cm.",bibliography|||conference publication,,"Decentralization in government|||Congresses|||Minorities|||Legal status, laws, etc|||Indigenous peoples|||Government relations|||Racism|||Ethnic relations",,Colombia|||s-ck---,,,,,958652065X,,,
