id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor,collection_id
,Mr. Bodley abroad,"Scudder, Horace Elisha, 1838-1902","Andrew, John, 1815-1870 (egr)|||Hyde, J. (ill)|||Ward, A. R. (ill)|||Darley, Felix Octavius Carr, 1822-1888 (ill)|||Riverside Press (Cambridge, Mass.) (prt)|||H.O. Houghton & Company (elt, prt)|||Russell & Richardson (egr)",,,,English,text,print,"210, [2] p. : ill., music ; 22 cm.",Juvenile fiction|||novel,"Mr. Bodley is unexpectedly called to Europe, and in this final volume of the series he goes abroad, while the rest of the family at first go for a fortnight to Cape Cod, and then return to Roxbury. Mr. Bodley does not return till Thanksgiving time, but he writes letters home, and, after he returns, tells stories of Europe. The children, besides, have their own journeys and adventures, so that Europe and America appear in equal proportions. Mrs. Bodley, who stays at home, has been to Europe before, so that she is able to enlarge on what Mr. Bodley writes home, and Hen, who has gone off on a voyage, stumbles upon Mr. Bodley abroad, and comes back before him with fresh yarns.",Voyages and travels|||Farm life|||Country life|||Brothers and sisters|||Storytelling|||Travel|||Description and travel,,"United States, Massachusetts, Cambridge|||Europe|||United States, New York, New York",,,,,,
,Mr. Rabbit at home: a sequel to Little Mr. Thimblefinger and his queer country,"Harris, Joel Chandler, 1848-1908","Herford, Oliver, 1863-1935|||Harris, Joel Chandler, 1848-1908",,,,English,text,print,"304 p., [25] p. of plates : ill. ; 22 cm.",Juvenile fiction,,Rabbits|||Children's stories,,,,,,,,
,Mr. Wind and Madam Rain,"Musset, Paul de, 1804-1880","Makepeace, Emily (translator)|||Bennett, Charles H. (Charles Henry), 1829-1867 (illustrator)",,,,English,text,print|||unmediated|||volume,126 pages : illustrations ; 18 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,,Winds|||Rain and rainfall,,,,,,,,
,"Mrs. High-spirit, or, My mother said ""I was born with a temper""",,"Taylor, Jane, 1783-1824",,,,English,text,print,31 p. ; 16 cm.,Juvenile literature,,Anger|||Religious aspects|||Christianity,,,,,,,,
,"Mrs. Leicester's school, or, The history of several young ladies, related by themselves","Lamb, Charles, 1775-1834","Lamb, Mary, 1764-1847|||Harvey, William, 1796-1866|||Cook, John William.",,,,English,text,print,"[4], viii, 172 p., [1] leaf of plates : ill. ; 18 cm.",,,Students|||Juvenile fiction|||Children's stories,,,,,,,,
,"Mrs. Leicester's school, or, The history of several young ladies: related by themselves","Lamb, Charles, 1775-1834|||Lamb, Mary, 1764-1847","Hopwood, James. (egr)|||Hopwood, William, 1784-1853 (ill)|||Mercier and Chervet (Firm) (prt)",,,,English,text,print,"[4], 180 p., [1] leaf of plates : ill. ; 18 cm.",Children's stories|||Juvenile fiction|||novel,,Children|||Conduct of life|||Students,,,,,,,,
,Mrs. Leicester's school,"Lamb, Charles, 1775-1834","Lamb, Mary, 1764-1847|||Green, Winifred.",,,,English,text,print,"ix [i.e. viii], 128 p., [19] leaves of plates : ill. (some col.) ; 19 x 20 cm.",,,"Children's stories, English",,,,,,,,
,Mrs. Leslie and her grandchildren: a tale,"Hamerton, Eugénie.",,,,,English,text,print,160 p. : 1 ill. ; 17 cm.,Juvenile fiction,,Grandchildren|||Grandmothers,,,,,,,,
,Mrs. Lovechild's golden present: for all good little boys and girls,"Lovechild, Mrs, 1744-1813",,,,,English,text,print,31 p. : ill. ; 10 cm.,,,"Alphabet rhymes|||Readers|||Chapbooks, English",,,,,,,,
,Mrs. Overtheway's rememberances,"Ewing, Juliana Horatia, 1841-1885","Pasquier, J. Abbott (James Abbott), active 1851-1872 (illustrator)|||Wolf, Joseph, 1820-1899 (illustrator)",,,,English,text,print|||unmediated|||volume,"274 pages, 4 unnumbered pages, 10 unnumbered leaves of plates : illustrations ; 17 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Children|||Conduct of life|||Christian life|||Fathers and daughters,,,,,,,,
,Mrs. Pleasant's Story book: composed for the amusement of her little family : to which are added instructions for the proper application of them,"Pleasant, Mrs",,,,,English,text,print,84 p. : ill. (woodcuts) ; 11 1/2 cm.,,,Conduct of life|||Juvenile fiction|||Children's stories,,,,,,,,
,Mrs. Sampson's new & original nursery rhymes,"Sampson, Mrs",,,,,English,text,print|||unmediated|||volume,8 leaves : color illustrations ; 24 cm.,Juvenile poetry|||Juvenile works|||Nursery rhymes|||Poetry|||text,,Children|||Conduct of life|||Nursery rhymes,,,,,,,,
,Mrs. Turner's cautionary stories,"Turner, Elizabeth, -1846","Farmiloe, Edith. (ill)|||R. & R. Clark (Firm) (prt)",,,,English,text,print,"xvi, 117 p. : ill. ; 13 cm.","Children's poetry, English|||Juvenile poetry",Bad boys and good -- Good girls and bad -- Kindness and cruelty -- Things to eat.,Children|||Conduct of life,,,,,,,,
,"mud-king's daughter: and other tales, The","Andersen, H. C. (Hans Christian), 1805-1875",,,,,English,text,print,165 p. : ill. ; 18 cm.,,,,,,,,,,,
,"museum; or, Curiosities explained, The","Abbott, Jacob, 1803-1879",,,,,English,text,print,160 p. : ill. ; 17 cm.,,,,,,,,,,,
,My baptism,"Adams, Nehemiah, 1806-1878","Dean, Christopher C. (copyright holder)|||Adams, Nehemiah, 1806-1878|||Massachusetts Sabbath School Society",,,,English,text,print|||unmediated|||volume,32 pages ; 11 cm,Specimens|||text,,"Infant baptism|||Sunday school literature|||Chapbooks, American|||Chapbooks|||Baptism",,"United States, Massachusetts, Boston",,,,,,
,My birthday book,,William and Robert Chambers (prt),,,,English,text,print|||unmediated|||volume,"127 pages, 1 unnumbered leaf of plates : 2 color illustrations ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Christian life|||Birthdays|||Brothers and sisters|||Selfishness|||Nannies|||Storytelling,,"England, London|||Scotland, Edinburgh",,,,,,
,My darlings ABC,,,,,,English,text,print|||unmediated|||volume,1 folded sheet (26 unnumbered leaves) : color illustrations ; 10 cm,Accordion fold format (Binding)|||Juvenile literature|||Juvenile works|||Specimens|||text,,Alphabet books|||Readers (Primary)|||English language|||Alphabet|||Miniature books|||Picture books for children,,,,,,,,
,My early days,"Ferguson, Walter, Esq",,,,,English,text,print,160 p. front. 15 cm.,biography,,"Ferguson, Walter",,,,,,,,
,My father as I recall him,"Dickens, Mamie, 1838-1896",,,,,English,text,print,"128 p. : front., plates, ports., 1 facsim. ; 21 cm.",biography,,"Family|||Novelists, English|||Family relationships|||Dickens, Charles 1812-1870",19th century,,,,,,,
,My first voyage to southern seas,"Kingston, William Henry Giles, 1814-1880",,,,,English,text,print|||unmediated|||volume,"528 pages, 4 unnumbered leaves of plates : color illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Boys|||Conduct of life|||Voyages around the world|||Seafaring life|||Sailors|||Cruelty|||Slavery|||National characteristics,,,,,,,,
,My juvenile days: and other tales,"Howitt, Mary (Mary Botham), 1799-1888",,,,,English,text,print|||unmediated|||volume,"176, 178, 184 pages, [6] leaves of plates : illustrations ; 16 cm",Juvenile literature|||Juvenile works|||text,,"Sisters|||Social values|||Howitt, Mary (Mary Botham) 1799-1888",,"United States, New York, New York",,,,,,
,My mother,,McLoughlin Bros,,,,English,text,print,"6 leaves, [6] leaves of plates : col. ill. ; 27 cm.",Poetry,,Mothers,,,,,,,,
,My new home,"Molesworth, Mrs, 1839-1921","Brooke, L. Leslie (Leonard Leslie), 1862-1940 (ill)|||R. & R. Clark (Firm) (prt)",,,,English,text,print,"vii, 207 p., [7] leaves of plates : ill. ; 19 cm.",Juvenile fiction|||novel,,Youth|||Conduct of life|||Orphans|||Grandparent and child|||Intergenerational relations|||Cousins|||Friendship|||Home schooling|||Wealth,,"England, London",,,,,,
,My new picture alphabet and primer,,,,,,English,text,print|||unmediated|||volume,96 pages : illustrations ; 15 cm,Alphabet rhymes-1855|||Children's stories-1855|||Fiction|||Juvenile literature|||Juvenile works|||Primers (Instructional books)-1855|||text,,English language|||Alphabet|||Readers (Primary)|||Children's stories,,"United States, New York, New York",,,,,,
,My own ABC of fun,,"Barfoot, James Richard, 1794-1863 (illustrator)",,,,English,text,print|||unmediated|||volume,[8] leaves : color illustrations ; 21 cm.,text,,Alphabet rhymes,,,,,,,,
,My own alphabet of history,,"Barfoot, James Richard, 1794-1863 (illustrator)",,,,English,text,print|||unmediated|||volume,[8] leaves : illustrations ; 21 cm.,History|||Juvenile poetry|||Juvenile works|||Poetry|||text,,Alphabet rhymes|||History,,Great Britain,,,,,,
,My own primer,,,,,,English,text,print|||unmediated|||volume,8 unnumbered leaves : color illustrations ; 19 cm,Juvenile literature|||Pictorial works|||text,,English language|||Alphabet|||Readers (Primary),,,,,,,,
,My play is study: A book for children,"Lermont, L. (Lorentz)","Krummacher, Frederic Adolphus, 1767-1845|||Lessing, Gotthold Ephraim, 1729-1781|||Simon, James K. (copyright holder)|||Sinclair, Thomas S., approximately 1805-1881 (lithographer)|||Sinclair, William, approximately 1827- (lithographer)",,,,German|||English,text,print|||unmediated|||volume,"111, [1] p., [4] leaves of plates : ill. ; 20 cm.",Color printing (Printing)-Plates|||Fiction|||Hymns|||Juvenile fiction|||Juvenile works|||Parables|||text,,Conduct of life|||Children's stories|||Prayer,,"United States, Pennsylvania, Philadelphia",,,,,,
,"mysterious island, The","Verne, Jules, 1828-1905","Kingston, William Henry Giles, 1814-1880 (trl)|||Férat, Jules Descartes, 1829- (ill)|||Barbant, Charles. (egr)|||Gilbert & Rivington (prt)",,,,French|||English,text,print,"viii, 304, [1] p., [50] leaves of plates : ill. ; 19 cm.",Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1895|||Robinsonades-1895|||novel,,Voyages and travels|||Adventure stories|||Natural history|||Ballooning|||Death|||Shipwrecks|||Rescues|||Sailing|||Pets,,"England, London",,,,,,
,"mysterious story book, or, The good stepmother, The",,,,,,English,text,print,"222 p., [4] p. of plates : ill. ; 19 cm.",,,,,,,,,,,
,"mystery of Raven Rock: a novel, The","Southworth, Emma Dorothy Eliza Nevitte, 1819-1899",,,,,English,text,print|||unmediated|||volume,232 pages ; 19 cm.,text,,,,,,,,,,
,"myth of Hiawatha: and other oral legends, mythologic and allegoric, of the North American Indians, The","Schoolcraft, Henry Rowe, 1793-1864",,,,,English,text,print,"xxiv, [13]-343 p. ; 18 cm.",Folklore|||Legends,,Indians of North America|||Algonquian Indians|||Hiawatha active 15th century,,North America,,,,,,
,Myths and legends of our own land,"Skinner, Charles M. (Charles Montgomery), 1852-1907",,,,,English,text,print,"2 v. : 8 plates., (incl. fronts.) ; 19 cm.",,,Folklore,,United States,,,,,,
,"Nat the naturalist, or, A boy's adventures in the eastern seas","Fenn, George Manville, 1831-1909","Browne, Gordon, 1858-1932 (illustrator)",,,,English,text,print|||unmediated|||volume,"320, 24 pages, 8 unnumbered leaves of plates : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Youth|||Conduct of life|||Animals|||Nature stories|||Naturalists|||Adventure stories|||Voyages and travels|||Uncles|||Natural history,,Oceania,,,,,,
,"national first reader, or, Word-builder, The","Parker, Richard Green, 1798-1869","Watson, J. Madison (James Madison), 1827-1900",,,,English,text,print,128 p. : ill. ; 17 cm.,Readers,,Readers (Primary),,,,,,,,
,"national nursery book: comprising ... : with one hundred and twenty illustrations, The",,,,,,English,text,print,"[124] leaves, [121] leaves of plates : col. ill. ; 16 cm.",Fairy tales|||Nursery rhymes|||Nursery stories,,,,,,,,,,
,"National school miscellany, The",,National Society for Promoting Religious Education (Great Britain)|||Society for Promoting Christian Knowledge (Great Britain),,,,English,text,print,v. : ill. ; 11 cm,Periodicals|||periodical,,"Children's literature, English|||Christian literature for children",,,,,,,,
,Natural history,,,,,,English,text,print,1 panorama (12 leaves) : ill. ; 12 cm.,Juvenile literature|||Juvenile works|||Specimens,,Birds|||Chapbooks,,,,,,,,
,"natural history of birds & beasts, The",,,,,,English,text,print|||unmediated|||volume,22 unnumbered pages : illustrations ; 12 cm,Juvenile literature|||Juvenile works|||Specimens|||text,,"Animals|||Birds|||Chapbooks|||Chapbooks, English|||Panoramas",,,,,,,,
,"natural history of reptiles, serpents, and insects, A",,"Bewick, Thomas, 1753-1828|||Nicholson, Isaac, 1789-1848|||Buffon, Georges Louis Leclerc, comte de, 1707-1788|||Davison, William, 1780-1858 (printer)",,,,English,text,print,36 p. : ill. (woodcuts) ; 14 cm,Juvenile literature|||Pictorial works|||Specimens,,Zoology|||Reptiles|||Insects|||Natural history|||Chapbooks,,,,,,,,
,"Natural history, or, A descriptive account of the animal world: beasts",,,,,,English,text,print|||unmediated|||volume,12 pages : illustrations (wood engravings) ; 19 cm,Juvenile literature|||Juvenile works|||Specimens|||text,,"Mammals|||Chapbooks|||Chapbooks, English",,,,,,,,
,Nature's wonders,"Newton, Richard, 1813-1887","Heaton, A. G. (Augustus Goodyear), 1844-1930",,,,English,text,print|||unmediated|||volume,"335 pages frontispiece, plates 18 cm",Juvenile fiction|||text,,Nature stories|||Christian life,,,,,,,,
,Nautilus,"Richards, Laura Elizabeth Howe, 1850-1943","C.H. Simonds & Co (tyg, prt)|||Geo. C. Scott & Sons (elt)",,,,English,text,print|||unmediated|||volume,"120, [1] pages, [3] leaves of plates : illustrations, music ; 21 cm",Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1895|||novel|||text,,Children|||Conduct of life|||Orphans|||Imagination|||Shells|||Collection and preservation|||Discipline of children|||Schooners|||Ship captains|||Sailors|||Kindness|||Inheritance and succession,,"United States, Massachusetts, Boston",,,,,,
,Ned in the woods: a tale of the early days in the West,"Ellis, Edward Sylvester, 1840-1916",,,,,English,text,print,"290 p., [4] leaves of plates : ill. ; 20 cm.",Juvenile fiction|||novel,,Children|||Conduct of life|||Adventure stories|||Thieves|||Students|||Indigenous peoples|||African Americans|||Friendship|||Indians of North America|||Bears|||Camping,,,,,,,,
,"Ned, Nellie, and Amy: A story of the White Hills","Seymour, Mary H. (Mary Harrison), 1835-1913",,,,,English,text,print,324 p. : ill. ; 16 cm.,Juvenile literature,,,,White Mountains (N.H. and Me.),,,,,,
,"Ned Nevins: the news boy; or, street life in Boston","Morgan, Henry, 1825-1884",,,,,English,text,print,424 p. illus. 18 cm.,,,,,,,,,,,
,Nero,"Abbott, Jacob, 1803-1879",,,,,English,text,print,"321 p. : ill., plates, map ; 18 cm.",biography,,History|||Juvenile literature|||Emperor of Rome Nero 37-68,"Nero, 54-68",Rome,,,,,,
,"New & elegant set of alphabetical copy lines: Round text, A",,,,,,English,text,print,[20] leaves : 1 ill. ; 9 x 22 cm.,Alphabet books-1808|||Intaglio prints|||Specimens|||Wrappers (Binding),,Alphabets|||Copybooks|||Shorthand,,"United States, Pennsylvania, Philadelphia",,,,,,
,"new Alice in the old Wonderland, A","Richards, Anna M. (Anna Matlock)",,,,,English,text,print,309 p. : ill. ; 19 cm.,,,Fantasy fiction,,,,,,,,
,New and comprehensive lessons: containing a general outline of antient history,"Trimmer, Sarah, 1741-1810",,,,,English,text,print,"iv, 208, 4⁾ p. : ill. ; 15 cm.",,,"History, Ancient|||Juvenile literature",,,,,,,,
,"new and improved school atlas, to accompany The practical system of modern geography, A","Olney, J. (Jesse), 1798-1872","Olney, J. (Jesse), 1798-1872",,,,English,text,print,[14] leaves : all maps ; 30 cm,Atlases (Geographic)-1831|||Drawings (Provenance)|||Illegible markings (Provenance)|||Intaglio prints|||Juvenile literature-1831|||Printed wrappers (Binding)|||Publishers' advertisements-Connecticut-Hartford|||Textbooks,,Geography,,"United States|||United States, Connecticut, Hartford",,,,,,
,"New-England almanac, for the year of Our Lord: calculated for the horizon and meridian of Hartford, The",,"Allen, Anson, 1772-1832|||American Almanac Collection (Library of Congress)",,,,English,text,print,v. : ill. ; 16-19 cm.,,,"Almanacs, American",,Connecticut,,,,,,
,"New England primer: a reprint of the earliest known edition, with many facsimiles and reproductions, and an historical introduction, The",,"Ford, Paul Leicester, 1865-1902",,,,English,text,print,"113 p., [18] leaves of plates, [90] p. : ill. ; 19 cm.",,,Readers (Primary)|||Printing|||History,,United States,,,,,,
,"New England primer improved, or, An easy and pleasant guide to the art of reading, to which is added, the Assembly's shorter catechism, The",,Westminster Assembly (1643-1652).,,,,English,text,print|||unmediated|||volume,36 pages : illustrations ; 15 cm,text,,"Readers (Primary)|||Catechisms, English",,,,,,,,
,"new flower for children, A","Child, Lydia Maria, 1802-1880",,,,,English,text,print,"311, [13] p., [2] leaves of plates : ill. ; 17 cm.",Juvenile literature,,Children's stories|||Children|||Conduct of life,,Africa,,,,,,
,"new hierogliphical Bible: being a careful selection of the most important and interesting passages in the Old and New Testament : regularly arranged from Genesis to Revelations : to which is added, the life of Our Blessed Saviour, and the Holy Evangelists : illustrated with nearly four hundred engravings on wood, A",,,,,,English,text,print,"vi, [7]-132 p., 1 leaf of plate : ill. ; 15 cm.",,,Hieroglyphic Bibles,,,,,,,,
,"new quizzical valentine writer: being an excellent collection of all the humorous, droll, and merry, valentines, ever published, The","Quizumall, Peter",,,,,English,text,print|||unmediated|||volume,"28 pages, 1 unnumbered leaf of plates : 1 illustration ; 17 cm",Specimens|||text,,"Valentines|||Love poetry, English|||Humorous poetry, English|||Chapbooks, English|||Chapbooks",,,,,,,,
,New stories for little girls: new stories for girls,"Colman, (Pamela Chandler), Mrs, 1799-1865",,,,,English,text,print,95 p. : ill. ; 13 cm.,,,Children's stories|||Children's poetry,,,,,,,,
