,assignee,link,genre_extended,genre_2_extended,level_of_confidence,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
1095,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735058194428,pamphlets​,,3=high confidence,31735058194428,"""vote for socialism in 1956"" pamphlet,",,1956,,university of pittsburgh,11.0,87.0,text,archival document
1096,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061658799,books,,3=high confidence,31735061658799,"""unite for peace, negro freedom, labor's advance, socialism"", resolutions of the 18th national convention of the communist party, u.s.a.,",,1967,,university of pittsburgh,4.0,30.0,text,archival document
1097,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150009,serials (publications),periodicals​,3=high confidence,31735065150009,mine mill union; union; mine-mill union; sindicato,,,1961-07,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1098,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537753,"pamphlets, serials (publications)",,2= moderate confidence,31735061537753,"""the little red diary"" no.1, trade unions in america, by w.z. foster, j.p. cannon, and e.r. browder,",,1925,,university of pittsburgh,4.0,83.0,text,archival document
1099,Julie McGreevy,https://digital.library.pitt.edu/islandora/object/pitt:31735051655243,programs (documents),,3=high confidence,31735051655243,"reception and dance given in honor of the delegates to the state convention,",,1909-03-20,,university of pittsburgh,14.0,60.0,text,archival document
1100,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450873,leaflets (printed works),,3=high confidence,31735047450873,"""don't buy!"" pamphet",,,,university of pittsburgh,37.0,90.0,text,archival document
1101,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061586982,serials (publications),periodicals​,3=high confidence,31735061586982,"punchin' out with the mill hunk herald,",,1985-03,,university of pittsburgh,6.0,81.0,text,archival document
1102,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655944,pamphlets​,,3=high confidence,31735061655944,"marxism and negro liberation, by gus hall,",,1951-05,,university of pittsburgh,1.0,47.0,text,archival document
1103,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068355084,serials (publications),periodicals​,3=high confidence,31735068355084,mine mill union; union; mine-mill union; sindicato,,,1963-10,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1104,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061540708,pamphlets​,,3=high confidence,31735061540708,pamphlet about the slate organization,,,,university of pittsburgh,8.0,83.0,text,archival document
1105,Julie McGreevy,https://digital.library.pitt.edu/islandora/object/pitt:31735061537936,stickers theater programs,,2= moderate confidence,31735061537936,international workers order membership aid 1 cent stamps (6),,,,university of pittsburgh,5.0,21.0,text,archival document
1106,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658039,photographs​,,3=high confidence,31735061658039,"photograph of a protest against winston churchill in front of the waldorf-astoria hotel n.y.c and additional information,",,1946-03-15,,university of pittsburgh,4.0,169.0,text,archival document
1107,Julie McGreevy,https://digital.library.pitt.edu/islandora/object/pitt:31735061538777,pamphlets,,3=high confidence,31735061538777,continuous working week in the soviet union,,,,university of pittsburgh,6.0,104.0,text,archival document
1108,Julie McGreevy,https://digital.library.pitt.edu/islandora/object/pitt:31735061659458,fliers,,2= moderate confidence,31735061659458,"""southside election rally""",,,,university of pittsburgh,2.0,161.0,text,archival document
1109,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657627,pamphlets​,,3=high confidence,31735061657627,"socialism, what's in it for you, by a.b. magil",,1946-04,,university of pittsburgh,4.0,82.0,text,archival document
1110,Julie McGreevy,https://digital.library.pitt.edu/islandora/object/pitt:31735061655720,,,0=no confidence,31735061655720,"""international black workers congress"" draft proposal",,,,university of pittsburgh,13.0,5.0,text,archival document
1111,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911267,serials (publications),periodicals​,3=high confidence,31735067911267,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1951-07-16,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1112,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658690,pamphlets​,,3=high confidence,31735061658690,"""americans of foreign birth in the war program for victory"", by hon. earl g. harrison",,,,university of pittsburgh,3.0,65.0,text,archival document
1113,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539171,pamphlets​,,3=high confidence,31735061539171,"the twenty-one conditions of admission into the communist international, by o. piatnitsky,",,1934-02,,university of pittsburgh,7.0,6.0,text,archival document
1114,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913107,serials (publications),periodicals​,3=high confidence,31735067913107,mine mill union; union; mine-mill union; sindicato,,,1965-04,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1115,Julie McGreevy,https://digital.library.pitt.edu/islandora/object/pitt:31735047449453,programs (documents),,2= moderate confidence,31735047449453,"wayne state university twenty-first annual north american labor history conference program,",,1999-10,,university of pittsburgh,37.0,40.0,text,archival document
1116,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228044,pamphlets​,,3=high confidence,31735066228044,"""let freedom ring for earl browder"", by carl ross,",,1942-02,,university of pittsburgh,2.0,97.0,text,archival document
1117,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451723,​fliers,,3=high confidence,31735047451723,"""fight for $15 and a union"" flyer",,,,university of pittsburgh,38.0,16.0,text,archival document
1118,Julie McGreevy,https://digital.library.pitt.edu/islandora/object/pitt:31735061540864,pamphlets,,3=high confidence,31735061540864,"""beyond deterrence"", a series of studies",,,,university of pittsburgh,12.0,15.0,text,archival document
1119,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194212,papers (documents),,2= moderate confidence,31735058194212,platform of the citizens/consumer party as adopted at party convention,,1980-04,,university of pittsburgh,1.0,195.0,text,archival document
1120,Julie McGreevy,https://digital.library.pitt.edu/islandora/object/pitt:31735061539643,books,,3=high confidence,31735061539643,"""the counter-revolutionary forces in the october events in hungary""",,,,university of pittsburgh,7.0,64.0,text,archival document
1121,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657114,pamphlets​,,3=high confidence,31735061657114,"the people's case, the story of the iwo, by albert e. kahn,",,1951,,university of pittsburgh,2.0,56.0,text,archival document
1122,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449107,pamphlets​,,3=high confidence,31735047449107,"""your dues"" united automobile, aerospace, and agricultural implement workers of america (uaw) booklet,",,1968,,university of pittsburgh,37.0,64.0,text,archival document
1123,Julie McGreevy,https://digital.library.pitt.edu/islandora/object/pitt:31735060481995,fliers,,3=high confidence,31735060481995,"stop the mines, the bombs, the war now",,,,university of pittsburgh,14.0,79.0,text,archival document
1124,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659953,pamphlets​,,3=high confidence,31735061659953,"""youth for victory in 1943"", by max weiss,",,1943-02,,university of pittsburgh,3.0,34.0,text,archival document
1125,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061538223,pamphlets​,,3=high confidence,31735061538223,the mothers bill of rights pamphlet,,,,university of pittsburgh,5.0,89.0,text,archival document
1126,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540880,​fliers,,3=high confidence,31735061540880,flyer from the national organization for an american revolution,,,,university of pittsburgh,8.0,55.0,text,archival document
1127,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658146,pamphlets​,,3=high confidence,31735061658146,"""what price profits?"", by max weiss,",,1947-04,,university of pittsburgh,3.0,87.0,text,archival document
1128,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544478,​fliers,,3=high confidence,31735061544478,"""a christmas day protest against resumption of atmospheric testing"" flyer,",,1961-12-25,,university of pittsburgh,11.0,157.0,text,archival document
1129,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656900,pamphlets​,,3=high confidence,31735061656900,"""the 13th juror, the inside story of my trial, a dramatic revelation"", by steve nelson",,,,university of pittsburgh,2.0,41.0,text,archival document
1130,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482449,serials (publications),newsletters​,3=high confidence,31735060482449,newsletter to members of slp and sdp,,,,university of pittsburgh,14.0,71.0,text,archival document
1131,Julie McGreevy,https://digital.library.pitt.edu/islandora/object/pitt:31735066227848,pamphlets,,3=high confidence,31735066227848,"the american struggle for peace,",,1952,,university of pittsburgh,1.0,147.0,text,archival document
1132,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657759,pamphlets​,,3=high confidence,31735061657759,"united we stand for peace and socialism, by gil green,",,1935,,university of pittsburgh,2.0,133.0,text,archival document
1133,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538793,serials (publications),,3=high confidence,31735061538793,"the hearst worker,",,1935-01,,university of pittsburgh,6.0,55.0,text,archival document
1134,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543645,"books, serials (publications)",,2= moderate confidence,31735061543645,"pocket library of socialism, no. 39, ""socialism and the organized labor movement"", by may wood simmons",,,,university of pittsburgh,10.0,85.0,text,archival document
1135,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061660001,pamphlets​,,3=high confidence,31735061660001,"""how to fight high prices"", by louise mitchell,",,1947-11,,university of pittsburgh,3.0,63.0,text,archival document
1136,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658674,pamphlets​,,3=high confidence,31735061658674,"""the truth about the mta"", by daniel b. schirmer",,,,university of pittsburgh,3.0,100.0,text,archival document
1137,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911283,serials (publications),periodicals​,3=high confidence,31735067911283,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1951-06-18,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1138,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061586966,serials (publications),periodicals​,3=high confidence,31735061586966,"punchin' out with the mill hunk herald,",,,,university of pittsburgh,6.0,79.0,text,archival document
1139,Julie McGreevy,https://digital.library.pitt.edu/islandora/object/pitt:31735061540989,pamphlets,,3=high confidence,31735061540989,"""n.a.c.l.a. research methodology guide""",,,,university of pittsburgh,8.0,80.0,text,archival document
1140,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658229,pamphlets​,,3=high confidence,31735061658229,"""heroines"", by sasha small",,,,university of pittsburgh,3.0,85.0,text,archival document
1141,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656231,pamphlets​,,3=high confidence,31735061656231,"selections from war without violence, by krishnalal shridharani,",,1939,,university of pittsburgh,1.0,175.0,text,archival document
