assignee,link,identifier,title,date_created,date_issued,type_of_resource,genre,genre 2,level_of_confidence,note,, 
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061542415,31735061542415,"""High School Conference of Peace"" Flyer",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659425,31735061659425,"""Coal Miners and the War"", By Elizabeth Gurley Flynn,",15554,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061537373,31735061537373,"""The Constitution of the Communist Party of the United States of America""",,,text,books,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537548,31735061537548,"""Communists and the Trade Unions"", By Roy Hudson,",15980,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539551,31735061539551,"The Road to Woman's Freedom, By K. Kirsanova,",12785,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449214,31735047449214,"Coal Field Defender Vol. 3 No. 4,",29434,,text,serials (publications),newspaper​s,2= moderate confidence,could be considered a newsletter,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451657,31735047451657,"""Heni Sutisna + Aslam Hidayat: Indonesian Garment Workers Speak Out"" Flyer,",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659078,31735061659078,"""The Reds in Dixie"", Who Are the Communists and What Do They Fight For in the South?, By Tom Johnson,",12844,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150389,31735065150389,Mine-Mill union; Mine Mill union; Sindicato; Union,,19784,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658419,31735061658419,"Photograph of a Demonstration to ""Free Tom Mooney"",",13271,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065149993,31735065149993,Mine-Mill union; Mine Mill union; Sindicato; Union,,22494,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540328,31735061540328,"Unfinished Revolution, by Tom Kahn,",1960,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061538603,31735061538603,"""For a Real Alternative Vote Socialist, Dobbs for President, Weiss for Vice-President, Students for Dobbs and Weiss"" Sticker",,,text,stickers theater programs,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913073,31735067913073,Mine-Mill union; Mine Mill union; Sindicato; Union,,23743,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658583,31735061658583,"""The Black Legion Rides"", By George Morris,",13363,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228465,31735066228465,"""Socialist Songs With Music"", Compiled By Charles H. Kerr,",1906,,text,songbooks​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047448919,31735047448919,"Pittburgh Fair Witness Vol. 2, No. 10,",1971-08/1971-09,,text,serials (publications),newspaper​s,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354590,31735068354590,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,18937,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913214,31735067913214,Mine-Mill union; Mine Mill union; Sindicato; Union,,24381,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150074,31735065150074,Mine-Mill union; Mine Mill union; Sindicato; Union,,21947,text,serials (publications),periodicals​,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061539262,31735061539262,Wyndham Mortimer Meets The Soviet Auto Workers,,,text,reports,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655654,31735061655654,"""Black Party Founding Convention"" flyer,",1980,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070057074,31735070057074,"Political action; Political action (Milwaukee, Wis.)",,4249,text,serials (publications),newspaper​s,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538363,31735061538363,"The Steel Workers and The Fight for Labor's Rights, By William Z. Foster,",19146,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061656652,31735061656652,"The World Congress Against War,",1932-08-27/1932-08-29,,text,reports,,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061659813,31735061659813,"""What the People of Texas Need"", The Communist Program for the Lone Star State",,,text,pamphlets,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659482,31735061659482,"""Labor and the Menace of Goldwaterism"", By George Morris,",23621,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194352,31735058194352,"""Motion Picture Workers: Keep Your Eye on the Ball The Eight Ball You Are Behind It!"" Pamphlet,",1947,,text,leaflets (printed works),,2= moderate confidence,"can't tell for sure if it's a single page, but most likely",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150041,31735065150041,Mine-Mill union; Mine Mill union; Sindicato; Union,,22586,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539031,31735061539031,"High Time,",14246,,text,serials (publications),,3=high confidence,The Hearst Worker?,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070057389,31735070057389,"Political action; Political action (Milwaukee, Wis.)",,4480,text,serials (publications),newspaper​s,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540286,31735061540286,"Libertat, Butletti interior d'informancio de la Associacio Catalana d'ex-presos politics,",1978-05/1978-06,,text,serials (publications),,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061657767,31735061657767,"The Constitution and By-Laws of the Communist Party of the United States of America,",14093,,text,pamphlets,,2= moderate confidence,"it's a formal document, wasn't sure if it would fall under a different category",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538637,31735061538637,"American Workers Need a Labor Party, By Joseph Hansen,",16377,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658179,31735061658179,"""I Didn't Raise My Boy to Be a Solider-for Wall Street"", By Elizabeth Gurley Flynn,",14642,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061656306,31735061656306,"""Meet Your Local Merchant of Death"", compiled By Narmic,",28277,,text,pamphlets,,2= moderate confidence,content just lists different companies,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543587,31735061543587,"""An Appeal to the Young"", By P. Kropotkin",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397665,31735059397665,"Drum: Walter Reuther is Dead and So is the U.A.W. Contract,",1970,,text,serials (publications),newsletters​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655391,31735051655391,"""Studies in Socialism"" Pamphlet,",1906/1907,,text,pamphlets​,,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735066228853,31735066228853,"Protection of Motherhood and Childhood in the Soviet Union,",1933,,text,books,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657593,31735061657593,"No Jobs Today, A Story of a Young Worker in Pictures, by Phil Bard",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537613,31735061537613,"""The Fascist Danger and How to Combat it"", By Eugene Dennis,",17746,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397491,31735059397491,"Student Review,",13058,,text,serials (publications),periodicals​,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061659144,31735061659144,"""15th National Student Congress, August 19- August 30, 1962""",,,text,programs (documents),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070057280,31735070057280,"Political action; Political action (Milwaukee, Wis.)",,4354,text,serials (publications),newspaper​s,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735051655656,31735051655656,"The American Foreign-Born Workers,",1923,,text,books,,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735060481847,31735060481847,Elizabeth Cady Stanton on Socialism,,,text,editorials,,2= moderate confidence,Setup of the article-- it looks like a brochure,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061586958,31735061586958,"Punchin' Out with the Mill Hunk Herald,",30376,,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539791,31735061539791,"The Southern Patriot,",21490,,text,serials (publications),,3=high confidence,newspaper?,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451806,31735047451806,"Rainbow Alliance ""Identities: The Acronym and Beyond"" Flyer",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540740,31735061540740,"Letter from the National Committee to Defend the Rights of South Vietnamese Students,",26458,,text,correspondence,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540526,31735061540526,"""Rich Man Poor Man"", By Ryllis Alexander Goslin & Omar Pancost Goslin,",1935,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061658070,31735061658070,"General View of the 1st Annual National Communist Veterans Encampment at Turner's Arena,",17295,,still image,photographs,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544668,31735061544668,"""The New Deal, A Socialist Analysis"", By Norman Thomas,",12403,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735058194428,31735058194428,"""Vote for Socialism in 1956"" Pamphlet,",1956,,text,pamphlets​,,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061658799,31735061658799,"""Unite for Peace, Negro Freedom, Labor's Advance, Socialism"", Resolutions of the 18th National Convention of the Communist Party, U.S.A.,",1967,,text,books,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150009,31735065150009,Mine-Mill union; Mine Mill union; Sindicato; Union,,22463,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537753,31735061537753,"""The Little Red Diary"" No.1, Trade Unions in America, By W.Z. Foster, J.P. Cannon, and E.R. Browder,",1925,,text,"pamphlets, serials (publications)",,2= moderate confidence,,,
